Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
5.75,8.75,P1799,P1799,3,Kiss Cut,,NA,1,3,#N/A,Magnets,Preco
2.5516,4.4291,P1800,P1800,12,Bottle Shape,,NA,4,3,#N/A,Magnets,Preco
6.5865,4.2031,P1801,P1801,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.25,4.675,P1802,P1802,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4,2.5,P1803,P1803,12,Custom Shape (Tractor Shape),,NA,3,4,https://media.magnetguys.com/diecut_proof/D__P1803__4-x-2.5_P1803_CMD19092627_Tractor-shape.jpg,Magnets,Preco
5,9.5,P1804,P1804,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
5.75,8.5,P1805,P1805,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
3.375,3.875,P1806,P1806,12,Rectangle (Custom),,Round,6,2,#N/A,Magnets,Preco
4,4,P1807,P1807,8,Heart Shape,,NA,4,2,#N/A,Magnets,Preco
4,3,P1808,P1808,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2.81,5.18,P1809,P1809,12,Key Shape,,NA,4,3,#N/A,Magnets,Preco
3.75,5.75,P1810,P1810,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
4.25,5.25,P1811,P0873-P1811,8,Rectangle (See also P0873),,Square,4,2,#N/A,Magnets,Preco
5.4,6.2,P1812,P1812,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.13,2.19,P1813,P1813,20,Custom Shape,Shaped,NA,4,5,#N/A,Magnets,Preco
3.62,1.62,P1814,P1814,24,Truck Shaped,,NA,6,4,#N/A,Magnets,Preco
6,4,P1815,P1815,8,Flame Shape,,NA,2,4,#N/A,Magnets,Preco
3.5,4.5,P1816,P1816,9,Picture Frame with Round punch out,Picture Frame,Round,3,3,#N/A,Magnets,Preco
8.792,4.4941,P1817,P1817,3,Eye Glasses Shape,,NA,1,3,#N/A,Magnets,Preco
4.9747,6.5548,P1818,P1818,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.4197,2.9849,P1819,P1819,9,Powertrain Auto Trans Shape,,NA,3,3,https://media.magnetguys.com/diecut_proof/D__P1819__4.4197-x-2.9849_P1819_CMD19121041_Powertrain-Auto-Trans-Shape.jpg,Magnets,Preco
11.875,1.5,P1820,P1820,6,Square Corners,,Square,6,1,#N/A,Magnets,Preco
3.5,6.5,P1821,P1821,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3,2,P1822,P1822,25,Custom Shape (Bandage Shape),,NA,5,5,#N/A,Magnets,Preco
8,2.5,P1823,P1823,-,Kiss Cut,,NA,2,,#N/A,Magnets,Preco
8,2.5,P1824,P1824,-,Kiss Cut,,NA,2,,#N/A,Magnets,Preco
11.5,10,P1825,P1825,1,Rectangle,,Round,1,1,#N/A,Magnets,Preco
3.897,1.5978,P1826,P1826,24,Custom Van,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1826__3.897-x-1.5978_P1826_CMD19121115_Custom-Van.jpg,Magnets,Preco
8,8,P1827,P1827,2,Turtle Shape,,NA,1,2,#N/A,Magnets,Preco
6.4281,6.476,P1828,P1828,4,Top triangle and square bottom shape,,NA,2,2,#N/A,Magnets,Preco
3.75,4.38,P1829,P1829,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3,5,P1830,P1830,15,Triangle Shape,,NA,5,3,#N/A,Magnets,Preco
5,7.25,P1831,P1831,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
4,1.53,P1832,P1832,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.28,6.39,P1833,P1833,4,Tooth Shape,,NA,2,2,#N/A,Magnets,Preco
8.9942,4.5975,P1834,P1834,3,Eye Glasses Shape,,NA,1,3,#N/A,Magnets,Preco
3.5,5,P1835,P1835,10,Circle Top,Die Cut,Round,2,5,#N/A,Magnets,Preco
5.5,8.5,P1836,P1836,-,Kiss Cut,Kisscut,NA,2,,#N/A,Magnets,Preco
3.5,2.5,P1837,P1837,21,House with Chimney - Left,Shaped,NA,3,7,#N/A,Magnets,Preco
6.5,7.41,P1838,P1838,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
9.25,4.1752,P1839,P1839,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
7.375,5,P1840,P1840,4,Picture Frame - Square (See also P0400),Picture Frame,Square,2,2,#N/A,Magnets,Preco
1.3994,3.4396,P1841,P1841,-,Custom Shape,,NA,11,,#N/A,Magnets,Preco
4,1,P1842,P1842,36,Rectangle,Square,Square,18,2,#N/A,Magnets,Preco
3,2.45,P1843,P1843,20,Flat Screen Computer Shape,,NA,4,5,#N/A,Magnets,Preco
5.95,4.21,P1844,P1844,6,Square Corner,Square,Square,3,2,#N/A,Magnets,Preco
3.12,1.81,P1845,P1845,30,One Shape,,NA,6,5,https://media.magnetguys.com/diecut_proof/D__P1845__1.81-x-3.12_P1845_One-Shape.jpg,Magnets,Preco
3.5,2,P1846,P1846,25,Car shape,,NA,5,5,#N/A,Magnets,Preco
2,8.5,P1847,P1847,10,Rectangle,Round,Round,5,2,https://media.magnetguys.com/diecut_proof/D__P1847__8.5-x-2_P1847_Round-corner.jpg,Magnets,Preco
5.7345,5.8814,P1848,P1848,4,Shield Shape,,NA,2,2,#N/A,Magnets,Preco
5,4.5,P1849,P1849,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.862,8.4043,P1850,P1850,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3.5,7.5,P1851,P1851,6,Feeding Bottle Shape,,NA,3,2,#N/A,Magnets,Preco
6,3.8,P1852,P1852,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
2.5,2.5,P1853,P1853,24,Chicken hub Cover,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P1853__2.5-x-2.5_P1853_CMD20010735_Chicken-hub-Cover.jpg,Magnets,Preco
5.61,4.98,P1854,P1854,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
6.147,4.312,P1855,P1855,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.55,6.91,P1856,P1856,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
5.6495,8.0295,P1857,P1857,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.25,2.5,P1858,P1858,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
11.875,8.8783,P1859,P1859,1,Helmets Shape,,NA,1,1,#N/A,Magnets,Preco
9.5,7.5,P1860,P1860,2,Rectangle,Round,Round,1,2,#N/A,Magnets,Preco
8.5213,3.5465,P1861,P1861,6,Lips Shape,,NA,3,2,#N/A,Magnets,Preco
3.4614,2.3738,P1862,P1862,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.6027,2.3793,P1863,P1863,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
7.5,5.5,P1864,P1864,4,Picture Frame,Picture Frame,Square,2,2,#N/A,Magnets,Preco
4.11,3.82,P1865,P1865,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
11.262,7.1633,P1866,P1866,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.78,4.79,P1867,P1294-P1867,6,The Harbor LI Logo (P1294),,NA,2,3,#N/A,Magnets,Preco
2.87,2,P1868,P1868,25,Delivery Plate,Shaped,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1868__2-x-2.87_P1868_Delivery-Plate-Shape.jpg,Magnets,Preco
4.6343,2.0471,P1869,P1869,15,Propane Truck,,NA,5,3,https://media.magnetguys.com/diecut_proof/D__P1869__4.6343-x-2.0471_P1869_CMD20012236_Propane-Truck.jpg,Magnets,Preco
3.75,4.5,P1870,P1870,12,Garlic Shape,,NA,3,4,#N/A,Magnets,Preco
3,3,P1871,P1871,18,Rectangle,Square,Square,6,3,#N/A,Magnets,Preco
4,3.11,P1872,P1872,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
6.75,2.25,P1873,P1873,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
5.963,3.3131,P1874,P1874,9,Custom Shape,,NA,3,3,https://media.magnetguys.com/diecut_proof/D__P1874__5.963-x-3.3131_P1874_CMD20012428_Custom-Shape.jpg,Magnets,Preco
3.891,5.0782,P1875,P1875,9,Shield Shape,,NA,3,3,#N/A,Magnets,Preco
4.75,8.5,P1876,P1876,4,Rectangle,Round,Round,2,2,#N/A,Magnets,Preco
2.75,3.1,P1877,P1877,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.0328,5.861,P1878,P1878,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
4.25,4,P1879,P1879,8,Rectangle,Square,Square,4,2,#N/A,Magnets,Preco
2.25,2.875,P1880,P1880,21,Book Shape,,NA,3,7,https://media.magnetguys.com/diecut_proof/D__P1880__2.25-x-2.87_P1880_Book-Shape.jpg,Magnets,Preco
2.71,1.84,P1881,P1881,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
2.25,2.875,P1882,P1882,24,Ice Cream Cone,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P1882__2.25-x-2.875_P1882_CMD20012933_Ice-Cream-Cone-Shape.jpg,Magnets,Preco
5,4,P1883,P1883,6,Black Storm Shape,,NA,2,3,#N/A,Magnets,Preco
2.5,2.25,P1884,P1884,28,Rectangle,Round,Round,4,7,https://media.magnetguys.com/diecut_proof/D__P1884__2.5-x-2.25_P1884_Round--Corner.jpg,Magnets,Preco
3.5,4.5,P1885,P1885,9,House Shape,,NA,3,3,#N/A,Magnets,Preco
3.6398,1.7179,P1886,P1886,24,Wrightwood Shape,,NA,6,4,#N/A,Magnets,Preco
3.3442,3.568,P1887,P1887,12,Bulldog Shape,,NA,6,2,#N/A,Magnets,Preco
4,4,P1888,P1888,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4.125,1.875,P1889,P1889,20,Semi Truck,,NA,5,4,#N/A,Magnets,Preco
3.5,2.5,P1890,P1890,18,House Shape,,NA,9,2,https://media.magnetguys.com/diecut_proof/D__P1890__3.5-x-2.5_P1890_TMG28406_House-Shape.jpg,Magnets,Preco
3.5,2,P1891,P1891,-,Truck Shape,,NA,2,,#N/A,Magnets,Preco
2.5869,3.4765,P1892,P1892,16,Shield Shape,,NA,4,4,https://media.magnetguys.com/diecut_proof/D__P1892__2.5869-x-3.4765_P1892_CMD20021305_Shield-Shape.jpg,Magnets,Preco
3.875,8,P1893,P1893,-,Ribbon Shape,,NA,4,,#N/A,Magnets,Preco
5.3074,1.0959,P1894,P1894,27,Custom Shape,,NA,9,3,#N/A,Magnets,Preco
5,8,P1895,P1895,-,Kiss Cut,,NA,2,,#N/A,Magnets,Preco
6.625,8.182,P1896,P1896,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
7.27,2.71,P1897,P1897,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
6.75,2.25,P1898,P1898,-,Custom Shape -1873 Revised,,NA,2,,#N/A,Magnets,Preco
4.19,4.23,P1899,P1899,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
2.48,4.8,P1900,P1900,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
4.25,5.75,P1901,P1901,6,Rectangle,Square,Square,2,3,#N/A,Magnets,Preco
3.4367,1.6477,P1902,P1902,-,Custom Shape,,NA,9,,#N/A,Magnets,Preco
6,6,P1903,P1903,4,Hand Shape,,NA,2,2,#N/A,Magnets,Preco
5.47,4.21,P1904,P1904,6,Rectangle,Square,Square,2,3,#N/A,Magnets,Preco
3.5,6.5,P1905,P1905,6,Cocktail Tequila Glass Shape,,NA,3,2,#N/A,Magnets,Preco
6.45,2.78,P1906,P1906,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
6.5,5.3,P1907,P1907,4,Helmet shape,,NA,2,2,#N/A,Magnets,Preco
4,8,P1908,P1908,-,Custom Shape(Ribbon),,NA,2,,#N/A,Magnets,Preco
4,2.4,P1909,P1909,-,Custom Shape (Crown),,NA,4,,#N/A,Magnets,Preco
5,4,P1910,P1910,8,Duck Shape,,NA,4,2,#N/A,Magnets,Preco
3.25,2.5,P1911,P1911,-,Custom Shape,,NA,6,,#N/A,Magnets,Preco
1.5,1.5,P1912,P1912,60,Kiss Cut,,NA,12,5,#N/A,Magnets,Preco
4.5,3,P1913,P1913,9,Oval Shape,Oval,NA,3,3,#N/A,Magnets,Preco
3.5,2,P1914,P1914,-,Custom Shape,,NA,8,,#N/A,Magnets,Preco
6.75,2.25,P1915,P1915,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.1793,3.0559,P1916,P1916,15,Custom Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1916__3.1793-x-3.0559_P1916_CMD20022708_Custom-Shape.jpg,Magnets,Preco
4.0056,1.6774,P1917,P1917,24,Van Shape,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1917__4.0056-x-1.6774_P1917_CMD20022722_Van-Shape.jpg,Magnets,Preco
3.8,5.7,P1918,P1918,-,Kiss Cut,,NA,3,,#N/A,Magnets,Preco
5.5,3,P1919,P1919,10,School Bus Shape,,NA,2,5,https://media.magnetguys.com/diecut_proof/D__P1919__5.5-x-3_P1919_CMD20012920_School-Bus.jpg,Magnets,Preco
4,5,P1920,P1920,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4.5931,7.18,P1921,P1921,-,Custom Shape (Ribbon Sahpe),,NA,2,,#N/A,Magnets,Preco
5.5,2,P1922,P1922,15,Rectangle,Square,Square,5,3,https://media.magnetguys.com/diecut_proof/D__P1922__2-x-5.5_P1922_Square-corner.jpg,Magnets,Preco
6.5,5.125,P1923,P1923,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
8,4.5,P1924,P1924,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
5.6387,4.8759,P1925,P1925,-,Custom Shape,,NA,3,,#N/A,Magnets,Preco
3.5,1.7,P1926,P1926,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
5,2.9,P1927,P1927,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
3.5,1.56,P1928,P1928,-,Custom Shape (Van),,NA,5,,#N/A,Magnets,Preco
4,3,P1929,P1929,12,Crab Shape,,NA,3,4,https://media.magnetguys.com/diecut_proof/D__P1929__4-x-3_P1929_CMD18080313_Crab-Shape.jpg,Magnets,Preco
6.9074,6.5027,P1930,P1930,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.65,3.6,P1931,P1931,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
3.75,8.25,P1932,P1932,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
6,4,P1933,P0138-P1933,6,Picture Frame (See also P0138),Picture Frame,Square,3,2,#N/A,Magnets,Preco
2.875,3,P1934,P1934,20,Personalized Collared Shirt,Shaped,NA,4,5,#N/A,Magnets,Preco
3.75,4.25,P1935,P1935,8,Rectanlge,Square,Square,4,2,#N/A,Magnets,Preco
3.65,3.6,P1936,P1936,-,Custom Shape - Ring Diamond,,NA,4,,#N/A,Magnets,Preco
6,9,P1937,P1937,4,Triangle Shape,,NA,2,2,#N/A,Magnets,Preco
3.25,6.25,P1938,P1938,6,Rectangle,Square,Square,3,2,#N/A,Magnets,Preco
4,5.67,P1939,P1939,-,Water Drop Custom,,NA,3,,#N/A,Magnets,Preco
2,2,P1940,P1940,-,Custom Animal Paw,,NA,8,,#N/A,Magnets,Preco
3.25,2,P1941,P1941,25,Rectangle,Round,Round,5,5,https://media.magnetguys.com/diecut_proof/D__P1941__3.25-x-2_P1941_Round-corner.jpg,Magnets,Preco
5,2,P1942,P1942,-,Custom Car Shape,,NA,8,,#N/A,Magnets,Preco
3.96,2,P1943,P1943,-,Custom Shape,,NA,8,,#N/A,Magnets,Preco
2.68,2.96,P1944,P1944,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
5,1.75,P1945,P1945,15,Rectangle,Square,Square,5,3,https://media.magnetguys.com/diecut_proof/D__P1945__1.75-x-5_P1945_Square-corner.jpg,Magnets,Preco
2,2.9,P1946,P1946,25,Rectangle,Square,Square,5,5,https://media.magnetguys.com/diecut_proof/D__P1946__2.9-x-2_P1946_Square-corner.jpg,Magnets,Preco
4,8.25,P1947,P1947,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
6.5,3.68,P1948,P1948,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3,5,P1949,P1949,9,Truck Shape,,NA,3,3,#N/A,Magnets,Preco
4,,P1950,P1950,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2.5,3,P1951,P1951,18,Building Shape,,NA,3,6,https://media.magnetguys.com/diecut_proof/D__P1951__3-x-2.5_P1951_CMD20041008_Building-Shape.jpg,Magnets,Preco
6,2,P1952,P1952,15,Kisscut,Square,Square,5,3,#N/A,Magnets,Preco
5,3.25,P1953,P1953,12,Rectangle 13 x 23,Square,Square,6,2,#N/A,Magnets,Preco
5.5,5.5,P1954,P1954,6,Turtle Shape,,NA,2,3,#N/A,Magnets,Preco
3.75,7.25,P1955,P1955,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
3,2,P1956,P1956,25,Square with Heart,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1956__3-x-2_P1956_Square-with-Heart-Shape.jpg,Magnets,Preco
7,7,P1957,P1957,2,Star Shape,,NA,1,2,#N/A,Magnets,Preco
3.79,3.69,P1958,P1958,16,Dolphin Shape,,NA,4,4,#N/A,Magnets,Preco
3.3222,5.4086,P1959,P1959,9,Portable Toilet Shape,,NA,3,3,#N/A,Magnets,Preco
4.75,10.5,P1960,P1960,3,Rectangle,Square,Square,1,3,#N/A,Magnets,Preco
3.8738,3.0385,P1961,P1961,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
8,2.75,P1962,P1962,6,Rectangle,Round,Round,3,2,https://media.magnetguys.com/diecut_proof/D__P1962__2.75-x-8_P1962_Round-Corner.jpg,Magnets,Preco
4.2266,8.5,P1963,P1963,4,Custom Shape,,NA,1,4,#N/A,Magnets,Preco
3.88,3.56,P1964,P1964,-,Custom Shape,,NA,2,,#N/A,Magnets,Preco
3.5,2.5,P1965,P1965,16,Kisscut,,NA,4,4,#N/A,Magnets,Preco
5,2.9214,P1966,P1966,9,Graduation Hat,,NA,3,3,https://media.magnetguys.com/diecut_proof/D__P1966__5-x-2.9214_P1966_CMD20050711_Graduation-Hat.jpg,Magnets,Preco
11.25,7,P1967,P1967,-,Kiss Cut,,NA,2,,#N/A,Magnets,Preco
6.69,2.92,P1968,P1968,6,Truck Shape,,NA,3,2,https://media.magnetguys.com/diecut_proof/D__P1968__6.69-x-2.92_P1968_CMD20050815_Truck-Shape.jpg,Magnets,Preco
3.28,2.56,P1969,P1969,20,Bird Shape,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P1969__3.28-x-2.56_P1969_CMD20051116_Bird-Shape.jpg,Magnets,Preco
4.78,5.25,P1970,P1970,6,Custom Shape (A),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.75,5.25,P1971,P1971,6,Custom Shape (C),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.72,5.25,P1972,P1972,6,Custom Shape (D),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.46,5.25,P1973,P1973,6,Custom Shape (G),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.76,5.25,P1974,P1974,6,Custom Shape (N),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.9,5.25,P1975,P1975,6,Custom Shape (O),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.14,5.25,P1976,P1976,6,Custom Shape (R),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.51,5.25,P1977,P1977,6,Custom Shape (S),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.57,5.25,P1978,P1978,6,Custom Shape (T),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.39,5.25,P1979,P1979,6,Custom Shape (U),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.13,5.25,P1980,P1980,6,Custom Shape (B),Die Cut,NA,2,3,#N/A,Magnets,Preco
3.59,5.25,P1981,P1981,6,Custom Shape (F),Die Cut,NA,2,3,#N/A,Magnets,Preco
2.5,5.25,P1982,P1982,12,Custom Shape (J),Die Cut,NA,4,3,#N/A,Magnets,Preco
4.03,5.25,P1983,P1983,6,Custom Shape (L),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.09,5.25,P1984,P1984,6,Custom Shape (P),Die Cut,NA,2,3,#N/A,Magnets,Preco
5.21,5.25,P1985,P1985,6,Custom Shape (Q),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.55,5.25,P1986,P1986,6,Custom Shape (X),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.38,5.25,P1987,P1987,6,Custom Shape (Z),Die Cut,NA,2,3,#N/A,Magnets,Preco
3.93,5.25,P1988,P1988,6,Custom Shape (E),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.55,5.25,P1989,P1989,6,Custom Shape (H),Die Cut,NA,2,3,#N/A,Magnets,Preco
1.77,5.25,P1990,P1990,18,Custom Shape (I),Die Cut,NA,6,3,#N/A,Magnets,Preco
4.31,5.25,P1991,P1991,6,Custom Shape (K),Die Cut,NA,2,3,#N/A,Magnets,Preco
6.03,5.25,P1992,P1992,6,Custom Shape (M),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.42,5.25,P1993,P1993,6,Custom Shape (V),Die Cut,NA,2,3,#N/A,Magnets,Preco
6.43,5.25,P1994,P1994,4,Custom Shape (W),Die Cut,NA,2,2,#N/A,Magnets,Preco
4.39,5.25,P1995,P1995,6,Custom Shape (Y),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.9309,5.6662,P1996,P1996,6,T-Shirt Shape,Die Cut,NA,2,3,#N/A,Magnets,Preco
2.2,5.25,P1997,P1997,-,Custom Shape (!),Die Cut,NA,3,,#N/A,Magnets,Preco
2.82,5.25,P1998,P1998,-,Custom Shape (1),Die Cut,NA,3,,#N/A,Magnets,Preco
4.35,5.25,P1999,P1999,-,Custom Shape (2),Die Cut,NA,3,,#N/A,Magnets,Preco
4.16,5.25,P2000,P2000,-,Custom Shape (3),Die Cut,NA,3,,#N/A,Magnets,Preco
4.61,5.25,P2001,P2001,-,Custom Shape (4),Die Cut,NA,3,,#N/A,Magnets,Preco
4.02,5.25,P2002,P2002,-,Custom Shape (5),Die Cut,NA,3,,#N/A,Magnets,Preco
3.97,5.25,P2003,P2003,-,Custom Shape (6),Die Cut,NA,3,,#N/A,Magnets,Preco
4,5.25,P2004,P2004,6,Custom Shape (7),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.1,5.25,P2005,P2005,-,Custom Shape (8),Die Cut,NA,3,,#N/A,Magnets,Preco
4,5.25,P2006,P2006,6,Custom Shape (9),Die Cut,NA,2,3,#N/A,Magnets,Preco
4.2,5.25,P2007,P2007,-,Custom Shape (0),Die Cut,NA,3,,#N/A,Magnets,Preco
11.25,10.82,P2008,P2008,-,Custom Shape,Die Cut,NA,1,,#N/A,Magnets,Preco
5.5,7.25,P2009,P2009,4,Picture Frame with Round punch out,Picture Frame,Round,2,2,#N/A,Magnets,Preco
3,3.5,P2010,P2010,-,Custom Shape,,NA,12,,#N/A,Magnets,Preco
2.75,3.5,P2011,P2011,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
4,4,P2012,P2012,-,Heart Shape,,NA,4,,#N/A,Magnets,Preco
4,4,P2013,P2013,-,Umbrella Shape,,NA,4,,#N/A,Magnets,Preco
4,4,P2014,P2014,12,Teddy Bear Shape,Shaped,NA,3,4,#N/A,Magnets,Preco
4,4,P2015,P2015,8,Cloud Shape,,NA,2,4,#N/A,Magnets,Preco
9.34,8.97,P2016,P2016,2,Heart Shape,,NA,1,2,#N/A,Magnets,Preco
4.14,3.28,P2017,P2017,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2.43,2.75,P2018,P2018,24,Cutie Baby Duck Shape,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P2018__2.43-x-2.75_P2018_CMD20060402_Cutie-Baby-Duck-Shape.jpg,Magnets,Preco
9,5,P2019,P2019,4,Rectangle,Round,Round,2,2,#N/A,Magnets,Preco
10.75,9.25,P2020,P2020,2,Rectangle,Round,Round,1,2,#N/A,Magnets,Preco
2,5.75,P2021,P2021,15,Bone Shape,,NA,5,3,https://media.magnetguys.com/diecut_proof/D__P2021__5.75-x-2_P2021_CMD20061512_Bone.jpg,Magnets,Preco
4.5,3,P2022,P2022,-,Custom Shape,,NA,6,,#N/A,Magnets,Preco
6.24,6.67,P2023,P2023,2,Paw Shape,,NA,1,2,#N/A,Magnets,Preco
6,4.75,P2024,P2024,6,Rectangle,Square,Square,2,3,#N/A,Magnets,Preco
6.5,6,P2025,P2025,2,Rectangle,Square,Square,1,2,#N/A,Magnets,Preco
8.25,4.5,P2026,P2026,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
3.875,5.125,P2027,P2027,6,Rectangle,Square,Square,2,3,#N/A,Magnets,Preco
2.25,1.31,P2028,P2028,49,Rectangle,Square,Square,7,7,#N/A,Magnets,Preco
5.13,2.15,P2029,P2029,14,Septic Truck Shape,Shaped,NA,2,7,#N/A,Magnets,Preco
6.5,3.5,P2030,P2030,6,Oval Shape,Oval,NA,3,2,#N/A,Magnets,Preco
2.8971,3.0231,P2031,P2031,20,Duck Shape,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P2031__2.8971-x-3.0231_P2031_CMD20062904_Duck-Shape.jpg,Magnets,Preco
2.5,3.375,P2032,P2032,20,Rectangle,Square,Square,4,5,#N/A,Magnets,Preco
4,7,P2033,P2033,4,Custom Shape,Square,Square,2,2,#N/A,Magnets,Preco
1.5,4.25,P2034,P2034,24,Rectangle,Round,Round,12,2,https://media.magnetguys.com/diecut_proof/D__P2034__1.5-x-4.25_P2034_Round-corner.jpg,Magnets,Preco
1.5,4,P2035,P2035,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
3.25,3.25,P2036,P2036,15,Rectangle,Square,Square,3,5,#N/A,Magnets,Preco
4.75,3.25,P2037,P2037,9,Rectangle,Square,Square,3,3,https://media.magnetguys.com/diecut_proof/D__P2037__3.25-x-4.75_P2037_Square-corner.jpg,Magnets,Preco
3,4,P2038,P2038,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
4.74,2.29,P2039,P2039,14,Tow Truck Shape,,NA,2,7,https://media.magnetguys.com/diecut_proof/D__P2039__4.74-x-2.29_P2039_CMD20070401_Tow-Truck-Shape.jpg,Magnets,Preco
4,2.85,P2040,P2040,-,Custom Shape,,NA,4,,#N/A,Magnets,Preco
2.48,3,P2041,P2041,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
10,3.75,P2042,P2042,4,Rectangle,Square,Square,1,4,#N/A,Magnets,Preco
3.25,6,P2043,P2043,9,Rectangle,Round,Round,3,3,https://media.magnetguys.com/diecut_proof/D__P2043__3.25-x-6_P2043_Round-corner.jpg,Magnets,Preco
3.5,2.4,P2044,P2044,-,Custom Shape,,NA,6,,#N/A,Magnets,Preco
3.5,1.75,P2045,P2045,27,Van,Shaped,NA,3,9,#N/A,Magnets,Preco
3.27,2.08,P2046,P2046,-,Custom Shape,,NA,5,,#N/A,Magnets,Preco
5.25,6.125,P2047,P2047,4,Rectangle,Square,Square,2,2,#N/A,Magnets,Preco
2,4.25,P2048,P2048,20,Motorcycle Shape,,NA,5,4,https://media.magnetguys.com/diecut_proof/D__P2048__4.25-x-2_P2048_CMD17110734_Bike-Shape.jpg,Magnets,Preco
